30847,3.26E-09
2734686211,7.18E-06
4068482591,0.636719
3661627392,0.947267
4179625863,0.852539
2173698048,0.973145
2076705249,0.506104
2539913216,0.483521
3480354936,0.59137
634978304,0.810333
870088734,0.147842
158744576,0.202583
2566332423,0.0369606
3042807808,0.597521
1673381889,0.708459
2589418496,0.389615
3379524096,0.602896
647354624,0.786857
844881024,0.150724
161838656,0.196714
211220256,0.037681
40459664,0.0491785
52805064,0.00942025
10114916,0.0122946
13201266,0.00235506
2528729,0.00307366
2737986524,0.000588766
1367975286,0.637487
684496631,0.318507
3076680029,0.159372
4172490173,0.716345
1264097879,0.971484
3635202415,0.294321
1616258709,0.846386
3299553883,0.376315
2123729317,0.768237
1135266966,0.494469
1311072873,0.264325
3018502949,0.305258
1963546778,0.7028
4252675273,0.457174
3192018470,0.990153
1860086578,0.7432
3146814857,0.433085
951560908,0.732675
2137269602,0.221553
237890227,0.497622
3168340312,0.0553881
3322641068,0.737687
2939568726,0.773613
830660267,0.684422
2295173269,0.193403
4276139946,0.534387
1941136421,0.995616
2629316074,0.451956
1298979081,0.612185
2217610106,0.302442
1121662530,0.516328
3037430494,0.261157
79089040,0.707207
960684215,0.0184144
3056448356,0.223677
1271969837,0.711635
2592828633,0.296154
4101254667,0.60369
3223509814,0.954898
2023558018,0.750532
604550861,0.471146
1025983200,0.140758
1484926387,0.23888
944361656,0.345736
1403030380,0.219876
2383574062,0.326668
350757595,0.554969
2156174603,0.0816671
4156164278,0.502024
3852543810,0.967682
703496749,0.89699
443042256,0.163796
1543217291,0.103154
832180852,0.359308
1400825890,0.193757
2355528861,0.326155
3084892680,0.548439
1922670887,0.718258
452456066,0.447657
1495689289,0.105346
633207712,0.348242
1204394514,0.14743
158301928,0.28042
2247255684,0.0368575
2187059130,0.52323
561813921,0.509214
2207709166,0.130808
1507796584,0.514022
3034955259,0.351061
2708982170,0.706631
1756983166,0.630734
1012789862,0.40908
237919199,0.235809
739736729,0.0553949
4044068599,0.172233
1837489958,0.941583
2042815933,0.427824
945911753,0.47563
2029042031,0.220237
3902299634,0.472423
1539059291,0.908575
421926780,0.35834
3547270038,0.0982375
2252965343,0.825913
2547761893,0.524559
3541197175,0.593197
1131868345,0.824499
1178900573,0.263534
1985854510,0.274484
3222349335,0.462368
3197595403,0.750262
3263449477,0.744498
3710245826,0.759831
1629557345,0.863859
2487842544,0.379411
1237861528,0.579246
621960636,0.288212
309465382,0.144811
155490159,0.072053
2812052553,0.0362029
4040238555,0.654732
1332158738,0.940691
2041858422,0.310167
131713092,0.475407
174920285,0.0306668
3069604369,0.0407268
3826992279,0.714698
3409812612,0.891041
2089210149,0.793909
2244962081,0.486432
4188124233,0.522696
3354646984,0.975124
4024986898,0.781065
838661746,0.93714
2952403780,0.195266
410992028,0.68741
2885584593,0.0956915
824168295,0.671853
3430916532,0.191892
1237840857,0.798823
2216683629,0.288207
4109499638,0.516112
4035443227,0.956817
2654764861,0.939575
3466722950,0.618111
1980702671,0.807159
2426961825,0.461168
4010002419,0.565071
1118445544,0.933651
2118185468,0.260408
2427095034,0.493178
529546367,0.565102
2267718142,0.123295
3261337375,0.527994
46835839,0.759339
3256419271,0.0109048
4063406623,0.758194
3255189745,0.946086
3456936583,0.757908
1442943036,0.804881
1979919009,0.335961
2726323215,0.460986
4211133096,0.634772
1830820099,0.980481
2311074474,0.426271
1590167104,0.538089
913312938,0.37024
2545025424,0.212647
2577138474,0.59256
2783740004,0.600037
2993094858,0.64814
2843418649,0.696884
2409218098,0.662035
2078197766,0.56094
3085332492,0.483868
184005121,0.71836
2600049667,0.042842
3829263488,0.605371
1665033984,0.89157
3104799520,0.387671
416258496,0.722892
776199880,0.0969177
104064624,0.180723
194049970,0.0242294
26016156,0.0451808
2531540460,0.00605736
2153987687,0.58942
314118011,0.501514
1385746329,0.0731363
4130227166,0.322644
1160131558,0.961643
2844496119,0.270114
843681017,0.662286
3638748221,0.196435
1779589950,0.847212
3887642895,0.414343
3112474831,0.905162
3412995651,0.72468
3705742899,0.79465
3227224976,0.86281
4072163724,0.751397
2954289892,0.948125
1018040931,0.687849
453359801,0.237031
2108392600,0.105556
1463905838,0.490898
527098150,0.340842
2177915787,0.122725
618313801,0.507086
3539212002,0.143962
1488367122,0.824037
2696742328,0.346537
36547460,0.627884
2821669230,0.00850937
9136865,0.656971
2299252827,0.00212734
1721948856,0.535336
1740829718,0.400922
2577970862,0.405318
2381364485,0.600231
90844587,0.554455
1174155073,0.0211514
1943702378,0.273379
1090456528,0.452553
2297864922,0.253892
2420097780,0.535013
3057494198,0.563473
2752508093,0.711878
2391763501,0.640868
1334049839,0.556876
3307461259,0.310608
1633746699,0.770078
3284727458,0.380386
3721936834,0.764785
619855272,0.866581
594939888,0.144321
2302447466,0.13852
148734972,0.53608
3058639834,0.0346301
2184667391,0.712145
2392049910,0.508658
3842889791,0.556943
10809917,0.894742
3418584591,0.00251688
1722367119,0.795951
1081138563,0.40102
3945418531,0.251722
3801888608,0.918614
4283077576,0.885196
3097955800,0.997232
1070769394,0.721299
774488950,0.249308
2616502588,0.180325
529166557,0.609202
2449287759,0.123206
3781336119,0.570269
1459571347,0.880411
3403196173,0.339833
3879719588,0.792368
1664494019,0.903318
248509609,0.387545
1783466608,0.0578607
1379138858,0.415246
445866652,0.321106
2156724042,0.103811
2258950311,0.502151
2200125394,0.525953
3827906089,0.512257
63492084,0.891254
1753894282,0.0147829
15873021,0.40836
3106050914,0.00369573
1371311359,0.723184
2370348248,0.319283
3522110271,0.55189
2488412470,0.820055
1912326351,0.579379
102009421,0.445248
4009685555,0.0237509
1728389779,0.933578
1228913804,0.402422
3695265956,0.286129
2454712099,0.860371
1069609,0.571532
1444150216,0.000249038
1367610506,0.336242
361037554,0.318422
2153841954,0.0840606
291585980,0.50148
874004808,0.0678902
2220380143,0.203495
973475922,0.516973
1687557115,0.226655
763462676,0.392915
3701835006,0.177758
2338349317,0.861901
2485739839,0.544439
1146624065,0.578756
1468684367,0.266969
2006320656,0.341955
1348638227,0.467133
2867167620,0.314004
1368958340,0.667565
2864275553,0.318735
593897825,0.666891
3425589272,0.138278
3646523992,0.797582
856397318,0.849023
911630998,0.199396
2562909569,0.212256
781555877,0.596724
1085323616,0.18197
3659884073,0.252697
657206872,0.852133
3876149642,0.153018
164301718,0.902486
2915194466,0.0382545
376619749,0.678747
141596056,0.0876886
1411166393,0.0329679
891037030,0.328563
3297193006,0.207461
2571569497,0.767688
304204555,0.59874
1087488598,0.0708281
1091072706,0.253201
70545557,0.254035
859970736,0.0164252
1351425061,0.200228
1003521836,0.314653
3315812105,0.233651
972300747,0.772023
3622359490,0.226381
1274873970,0.843396
570045552,0.29683
117391900,0.132724
2289995036,0.0273324
29347975,0.533181
354394951,0.00683311
1928328225,0.082514
4157073617,0.448974
2050751752,0.967894
3966892596,0.477478
512687938,0.923614
991723149,0.119369
2762194896,0.230904
1598496675,0.643124
505999348,0.372179
1381091304,0.117812
2273983485,0.32156
596931066,0.529453
4032990975,0.138984
2883918974,0.939004
4187530175,0.671465
167331615,0.974985
3437635823,0.0389599
4043198919,0.800387
3250162235,0.941381
3468661873,0.756737
3270402702,0.807611
1647306012,0.76145
2763757731,0.383543
2945186119,0.643488
1538188840,0.68573
3999465041,0.358137
2716580234,0.931198
3927490452,0.632503
3162173026,0.91444
3129356261,0.736251
2350824344,0.72861
2132904953,0.547344
336047846,0.496606
3460850430,0.0782422
2432822201,0.805792
278010047,0.566436
1119910638,0.0647293
1101301295,0.26075
867180219,0.256417
3806929291,0.201906
4268492718,0.88637
4248455266,0.993836
731578859,0.989171
474911256,0.170334
3479617658,0.110574
2266211462,0.810162
2816061470,0.527644
902097185,0.655665
183921671,0.210036
1810971208,0.0428226
1195219713,0.42165
2918993554,0.278284
3226429120,0.679631
3212776356,0.751212
2954090928,0.748033
803194089,0.687803
453310060,0.187008
3665293626,0.105544
